768805383,"Existing Customer",45,"M"
818770008,"Existing Customer",49,"F"
713982108,"Existing Customer",51,"M"
769911858,"Existing Customer",40,"F"
709106358,"Existing Customer",40,"M"
713061558,"Existing Customer",44,"M"
810347208,"Existing Customer",51,"M"
818906208,"Existing Customer",32,"M"
710930508,"Existing Customer",37,"M"
719661558,"Existing Customer",48,"M"
708790833,"Existing Customer",42,"M"
710821833,"Existing Customer",65,"M"
710599683,"Existing Customer",56,"M"
816082233,"Existing Customer",35,"M"
712396908,"Existing Customer",57,"F"
714885258,"Existing Customer",44,"M"
709967358,"Existing Customer",48,"M"
753327333,"Existing Customer",41,"M"
806160108,"Existing Customer",61,"M"
709327383,"Existing Customer",45,"F"
806165208,"Existing Customer",47,"M"
708508758,"Attrited Customer",62,"F"
784725333,"Existing Customer",41,"M"
811604133,"Existing Customer",47,"F"
789124683,"Existing Customer",54,"M"
771071958,"Existing Customer",41,"F"
720466383,"Existing Customer",59,"M"
804424383,"Existing Customer",63,"M"
718813833,"Existing Customer",44,"F"
806624208,"Existing Customer",47,"M"
778348233,"Existing Customer",53,"M"
712991808,"Existing Customer",53,"M"
709029408,"Existing Customer",41,"M"
788658483,"Existing Customer",53,"F"
787937058,"Existing Customer",58,"M"
715318008,"Existing Customer",55,"F"
713962233,"Existing Customer",55,"F"
785432733,"Existing Customer",42,"F"
715190283,"Existing Customer",57,"F"
708300483,"Attrited Customer",66,"F"
827111283,"Existing Customer",45,"M"
758551608,"Existing Customer",51,"M"
773146383,"Existing Customer",50,"F"
778493808,"Existing Customer",49,"M"
720572508,"Existing Customer",38,"F"
712661433,"Existing Customer",49,"M"
789172683,"Existing Customer",56,"M"
738406533,"Existing Customer",59,"M"
799723908,"Existing Customer",46,"M"
771490833,"Existing Customer",52,"M"
720756708,"Existing Customer",52,"F"
779471883,"Attrited Customer",54,"F"
711525033,"Existing Customer",66,"F"
712813458,"Existing Customer",49,"M"
714374133,"Attrited Customer",56,"M"
717891558,"Existing Customer",49,"F"
716632758,"Existing Customer",49,"F"
768563658,"Existing Customer",56,"M"
711427458,"Existing Customer",44,"F"
714091983,"Existing Customer",42,"M"
787584108,"Existing Customer",55,"M"
712030833,"Attrited Customer",48,"M"
711481533,"Existing Customer",39,"M"
710082708,"Existing Customer",44,"M"
708155733,"Existing Customer",53,"M"
788979258,"Existing Customer",51,"M"
807986133,"Existing Customer",57,"M"
788730933,"Existing Customer",44,"F"
711314058,"Existing Customer",49,"M"
717975333,"Existing Customer",50,"M"
715971108,"Existing Customer",51,"M"
720096558,"Existing Customer",55,"F"
719580033,"Existing Customer",54,"M"
820582308,"Existing Customer",42,"M"
789973308,"Existing Customer",44,"M"
712876233,"Existing Customer",53,"M"
804595158,"Existing Customer",44,"F"
714826758,"Existing Customer",37,"F"
779058108,"Existing Customer",49,"M"
710790258,"Existing Customer",47,"M"
715623483,"Existing Customer",47,"M"
715156383,"Existing Customer",44,"M"
711013983,"Attrited Customer",55,"F"
755420433,"Existing Customer",59,"F"
794543958,"Existing Customer",53,"M"
716396358,"Existing Customer",52,"M"
715398033,"Existing Customer",53,"M"
711743883,"Existing Customer",43,"F"
719720058,"Existing Customer",44,"M"
778992108,"Existing Customer",57,"M"
717539808,"Existing Customer",51,"F"
714070758,"Existing Customer",49,"M"
714107958,"Existing Customer",45,"M"
789140283,"Existing Customer",53,"M"
715550508,"Existing Customer",45,"F"
719712633,"Existing Customer",64,"M"
772629333,"Existing Customer",45,"M"
720336708,"Existing Customer",53,"M"
802013583,"Existing Customer",56,"M"
711887583,"Attrited Customer",47,"M"
714778833,"Existing Customer",49,"F"
713843283,"Existing Customer",41,"F"
779155158,"Existing Customer",53,"M"
721091583,"Existing Customer",44,"F"
713572683,"Existing Customer",44,"M"
716657058,"Existing Customer",43,"F"
779509983,"Existing Customer",53,"M"
717929133,"Existing Customer",44,"M"
808284783,"Existing Customer",62,"F"
708476808,"Existing Customer",54,"M"
710916408,"Existing Customer",57,"M"
708492558,"Existing Customer",42,"M"
799825758,"Existing Customer",42,"M"
718619883,"Existing Customer",54,"F"
711844758,"Existing Customer",48,"M"
714798783,"Existing Customer",49,"M"
826762908,"Existing Customer",52,"M"
771894558,"Existing Customer",50,"M"
721074183,"Existing Customer",49,"M"
715259583,"Existing Customer",53,"F"
718414008,"Existing Customer",50,"M"
719666283,"Existing Customer",55,"F"
714877233,"Existing Customer",53,"M"
785387883,"Existing Customer",47,"F"
771075258,"Existing Customer",55,"M"
711318033,"Existing Customer",47,"M"
783554958,"Existing Customer",58,"M"
720201033,"Attrited Customer",53,"M"
718039683,"Existing Customer",52,"M"
710806083,"Existing Customer",50,"F"
714752208,"Existing Customer",42,"F"
822063408,"Existing Customer",43,"M"
714490308,"Existing Customer",57,"M"
713356833,"Existing Customer",52,"M"
711402333,"Existing Customer",47,"M"
708296883,"Existing Customer",44,"F"
719154483,"Existing Customer",53,"M"
717721458,"Existing Customer",45,"M"
711112683,"Existing Customer",63,"F"
715674483,"Existing Customer",39,"F"
789322833,"Attrited Customer",48,"F"
789968058,"Existing Customer",51,"M"
709919283,"Existing Customer",54,"M"
